player,match_id,impact_score_0_100,rolling_im_last10,rank_in_last10_old_to_new
AF Milne,1254108,20.88333159672924,40.527951371568626,9
AF Milne,1304047,37.30522227024438,39.96042642147466,10
AG Murtaza,419161,58.1959520093936,55.28708049753969,1
AG Murtaza,501201,54.00450487484631,55.072206461514185,2
AG Murtaza,501205,51.680941404851794,54.37296815936503,3
AG Murtaza,501210,28.12719312202058,48.67031130721235,4
AG Murtaza,501218,56.20073026865736,50.16362182895629,5
AG Murtaza,501231,53.906596957565945,50.898632058338244,6
AG Murtaza,548375,59.60341915768748,52.56484980540682,7
AG Murtaza,598027,0.0,43.175223658468845,8
AG Murtaza,598061,53.82911081334936,44.52843311041997,9
AG Murtaza,598067,72.04535474303634,48.36980491644958,10
AG Paunikar,419154,50.03101365281608,50.03101365281608,1
AG Paunikar,501199,40.43865509803233,44.98240388714043,2
AG Paunikar,501204,44.130150192256885,44.648055815829196,3
AG Paunikar,501209,23.230648505938014,38.32953450422539,4
AG Paunikar,501214,46.90785216136773,40.361305682707425,5
AJ Finch,1216534,35.65989667301944,42.10907815126898,1
AJ Finch,1216540,67.2885662644808,46.49892627094501,2
AJ Finch,1216544,58.9808005057007,49.35186695217017,3
AJ Finch,1216547,61.816960540622674,52.51105662341224,4
AJ Finch,1237178,42.29472847660319,51.315242866125864,5
AJ Finch,1304071,58.82329159589321,52.916888213657806,6
AJ Finch,1304076,100.0,61.92936222837418,7
AJ Finch,1304087,42.68050128904053,59.441485628848405,8
AJ Finch,1304093,44.130150192256885,57.442078445709676,9
AJ Finch,1304099,43.30611184070463,55.100675368902394,10
AJ Hosein,1359514,32.493290981511166,32.493290981511166,1
AJ Turner,1178407,48.629972883901615,48.629972883901615,1
AJ Turner,1178411,48.629972883901615,48.629972883901615,2
AJ Turner,1178415,48.57061926465453,48.60799006195825,3
AJ Turner,1178420,33.26284128820488,44.09451704477835,4
AJ Turner,1426286,36.86926507739714,42.22032059939431,5
AJ Turner,1426292,68.36119093399334,47.921379153725475,6
AJ Tye,1175361,49.83178578856365,57.47880432066839,1
AJ Tye,1175364,68.9920375648363,59.33367840577069,2
AJ Tye,1178393,50.00137598519113,57.41686014017969,3
AJ Tye,1178403,31.64284063308228,52.435536318216144,4
