match_id,innings,batter,entry_seq,exit_seq,balls,runs,balls_pp,balls_middle,balls_death,entry_score,entry_wkts,entry_balls_remaining,entry_required_rr,pressure_proxy,fours,sixes,expected_runs,bat_residual
1082603,1,SN Thakur,121,121,1,0,0,0,1,0,0,0,0,0,0,0,0.6770123,-0.6770123243331909
1082603,1,SPD Smith,5,58,28,43,15,13,0,0,0,0,0,0,0,0,33.39582,9.604179382324219
1082603,2,AJ Finch,80,112,19,33,0,12,7,0,0,0,0,0,0,0,24.23279,8.767210006713867
1082603,2,BB McCullum,3,69,32,49,17,15,0,0,0,0,0,0,0,0,41.607563,7.392436981201172
1082603,2,DR Smith,1,55,30,47,19,11,0,0,0,0,0,0,0,0,46.185406,0.8145942687988281
1082603,2,KD Karthik,70,79,5,3,0,5,0,0,0,0,0,0,0,0,4.372613,-1.3726129531860352
1082603,2,SK Raina,56,109,22,35,0,17,5,0,0,0,0,0,0,0,30.944534,4.0554656982421875
1082604,1,C de Grandhomme,120,124,2,0,0,0,2,0,0,0,0,0,0,0,1.8954917,-1.8954917192459106
1082604,1,CR Woakes,125,125,1,1,0,0,1,0,0,0,0,0,0,0,0.6770123,0.3229876756668091
1082604,1,G Gambhir,2,36,16,15,16,0,0,0,0,0,0,0,0,0,20.712254,-5.712253570556641
1082604,1,MK Pandey,37,110,35,46,2,27,6,0,0,0,0,0,0,0,50.966324,-4.9663238525390625
1082604,1,RV Uthappa,15,89,39,68,9,30,0,0,0,0,0,0,0,0,58.68074,9.319259643554688
1082604,1,SA Yadav,117,119,3,4,0,0,3,0,0,0,0,0,0,0,3.5800433,0.41995668411254883
1082604,1,SP Narine,1,14,9,6,9,0,0,0,0,0,0,0,0,0,8.383297,-2.3832969665527344
1082604,1,YK Pathan,92,126,15,21,0,3,12,0,0,0,0,0,0,0,22.212894,-1.2128944396972656
1082604,2,BCJ Cutting,82,107,10,15,0,6,4,0,0,0,0,0,0,0,14.179461,0.8205394744873047
1082604,2,Bipul Sharma,108,123,14,21,0,0,14,0,0,0,0,0,0,0,18.241467,2.758533477783203
1082604,2,DA Warner,1,60,30,26,15,15,0,0,0,0,0,0,0,0,38.66169,-12.661689758300781
1082604,2,DJ Hooda,66,81,7,13,0,7,0,0,0,0,0,0,0,0,6.6497736,6.350226402282715
1082604,2,MC Henriques,43,65,10,13,0,10,0,0,0,0,0,0,0,0,11.723446,1.2765541076660156
1082604,2,NV Ojha,93,124,11,11,0,5,6,0,0,0,0,0,0,0,15.2269535,-4.226953506469727
1082604,2,S Dhawan,5,41,22,23,21,1,0,0,0,0,0,0,0,0,32.24397,-9.243968963623047
1082604,2,Yuvraj Singh,61,92,16,26,0,16,0,0,0,0,0,0,0,0,19.893929,6.106071472167969
1082605,1,CH Morris,97,114,8,16,0,2,6,0,0,0,0,0,0,0,9.701242,6.298757553100586
1082605,1,CJ Anderson,83,127,21,39,0,9,12,0,0,0,0,0,0,0,36.777294,2.222705841064453
1082605,1,KK Nair,44,46,3,0,0,3,0,0,0,0,0,0,0,0,1.7378174,-1.737817406654358
1082605,1,PJ Cummins,115,125,6,12,0,0,6,0,0,0,0,0,0,0,9.165228,2.8347721099853516
1082605,1,RR Pant,78,95,9,15,0,9,0,0,0,0,0,0,0,0,8.747133,6.252866744995117
1082605,1,SS Iyer,48,75,16,21,0,16,0,0,0,0,0,0,0,0,18.750776,2.2492237091064453
1082605,1,SV Samson,1,42,18,19,15,3,0,0,0,0,0,0,0,0,23.811481,-4.811481475830078
1082605,1,SW Billings,7,81,39,55,21,18,0,0,0,0,0,0,0,0,60.670612,-5.670612335205078
1082605,2,AR Patel,66,121,29,44,0,17,12,0,0,0,0,0,0,0,47.83306,-3.8330612182617188
1082605,2,DA Miller,29,83,28,24,3,25,0,0,0,0,0,0,0,0,34.571785,-10.571784973144531
1082605,2,EJG Morgan,21,61,20,22,10,10,0,0,0,0,0,0,0,0,24.81749,-2.8174896240234375
1082605,2,GJ Maxwell,63,64,2,0,0,2,0,0,0,0,0,0,0,0,1.1332941,-1.1332941055297852
1082605,2,HM Amla,3,28,12,19,12,0,0,0,0,0,0,0,0,0,14.423941,4.576059341430664
1082605,2,KC Cariappa,115,116,2,1,0,0,2,0,0,0,0,0,0,0,1.8534261,-0.8534260988235474
1082605,2,M Vohra,1,10,6,3,6,0,0,0,0,0,0,0,0,0,5.4931917,-2.493191719055176
1082605,2,MM Sharma,84,114,14,13,0,6,8,0,0,0,0,0,0,0,18.695278,-5.695278167724609
1082605,2,Sandeep Sharma,117,119,2,2,0,0,2,0,0,0,0,0,0,0,1.8534261,0.14657390117645264
1082605,2,WP Saha,11,20,5,7,5,0,0,0,0,0,0,0,0,0,4.0079684,2.9920315742492676
1082606,1,BB McCullum,5,84,44,64,22,22,0,0,0,0,0,0,0,0,60.44195,3.5580482482910156
1082606,1,DR Smith,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0.8304949,-0.8304948806762695
1082606,1,Ishan Kishan,71,111,14,11,0,10,4,0,0,0,0,0,0,0,15.343431,-4.34343147277832
1082606,1,JJ Roy,113,125,7,14,0,0,7,0,0,0,0,0,0,0,10.325711,3.674288749694824
1082606,1,KD Karthik,86,126,25,44,0,12,13,0,0,0,0,0,0,0,45.66527,-1.6652717590332031
1082606,1,SK Raina,4,69,28,24,12,16,0,0,0,0,0,0,0,0,32.164345,-8.164344787597656
1082606,2,HH Pandya,117,121,3,6,0,0,3,0,0,0,0,0,0,0,3.4023733,2.5976266860961914
1082606,2,JC Buttler,13,73,24,26,11,13,0,0,0,0,0,0,0,0,29.456945,-3.4569454193115234
1082606,2,KA Pollard,74,116,23,39,0,15,8,0,0,0,0,0,0,0,33.532883,5.4671173095703125
1082606,2,N Rana,3,62,36,53,23,13,0,0,0,0,0,0,0,0,60.49121,-7.4912109375
1082606,2,PA Patel,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0.8981235,-0.8981235027313232
1082606,2,RG Sharma,63,125,29,40,0,19,10,0,0,0,0,0,0,0,48.041977,-8.041976928710938
1082607,1,AM Rahane,1,48,25,30,18,7,0,0,0,0,0,0,0,0,26.43985,3.560150146484375
1082607,1,BA Stokes,104,108,3,2,0,0,3,0,0,0,0,0,0,0,3.5800433,-1.5800433158874512
1082607,1,DT Christian,103,106,3,1,0,0,3,0,0,0,0,0,0,0,3.5800433,-2.580043315887451
1082607,1,JD Unadkat,110,123,5,2,0,0,5,0,0,0,0,0,0,0,6.643646,-4.643645763397217
1082607,1,MK Tiwary,113,126,11,27,0,0,11,0,0,0,0,0,0,0,18.546778,8.453222274780273
1082607,1,MS Dhoni,53,101,25,28,0,25,0,0,0,0,0,0,0,0,32.9743,-4.974300384521484
1082607,1,RA Tripathi,5,52,23,31,18,5,0,0,0,0,0,0,0,0,31.47889,-0.47888946533203125
1082607,1,SN Thakur,109,109,1,0,0,0,1,0,0,0,0,0,0,0,0.6770123,-0.6770123243331909
1082607,1,SPD Smith,49,102,24,27,0,23,1,0,0,0,0,0,0,0,30.870193,-3.8701934814453125
1082607,2,AB de Villiers,12,64,30,29,14,16,0,0,0,0,0,0,0,0,40.80535,-11.805351257324219
1082607,2,AF Milne,111,121,3,2,0,0,3,0,0,0,0,0,0,0,3.4023733,-1.4023733139038086
1082607,2,KM Jadhav,39,93,22,18,0,22,0,0,0,0,0,0,0,0,32.439503,-14.439502716064453
1082607,2,Mandeep Singh,5,11,3,0,3,0,0,0,0,0,0,0,0,0,1.6636144,-1.6636143922805786
